'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[18:53:42.359 08/07/2079]',-96.117,80.879,-17.973,32.039,-33.993,32.821,-38.681,39.853,8.205,-52.357,84.396,-15.629,5.470,-6.642,54.701,-29.695,16.410,-5.470,18.755,-21.490,8.987,-2.735,54.701,-310.232
'[18:53:42.363 08/07/2079]',-90.647,73.846,-8.596,30.085,-26.960,28.523,-32.039,36.337,0.000,-72.283,91.038,-5.470,-7.814,-10.549,48.840,-17.192,14.847,-10.549,9.377,-19.145,-1.954,3.907,48.840,-284.444
'[18:53:42.367 08/07/2079]',-82.051,58.608,-8.987,35.165,-26.569,16.410,-3.907,17.582,-16.801,-78.535,85.568,-6.642,-28.132,-2.344,32.039,-17.582,12.894,-21.490,9.768,-22.271,-3.126,20.317,32.039,-269.988
'[18:53:42.371 08/07/2079]',-76.581,55.873,-9.768,28.913,-27.741,23.443,15.238,-11.331,-25.397,-76.190,73.846,-1.954,-37.900,-9.377,39.072,-21.490,12.503,-36.728,10.549,-12.503,-11.331,9.768,39.072,-260.220
'[18:53:42.375 08/07/2079]',-71.111,64.860,-28.523,32.821,-31.648,-1.954,37.900,-4.689,-38.291,-76.581,65.641,1.172,-50.012,-23.834,49.621,-22.662,10.549,-37.509,29.304,-19.536,-17.582,-8.987,49.621,-252.405
'[18:53:42.379 08/07/2079]',-59.780,50.403,-27.741,48.840,-16.020,-26.569,50.403,4.298,-32.430,-69.548,59.780,-3.126,-40.244,-11.331,37.900,-30.867,10.940,-8.205,28.523,-14.066,-6.642,0.000,37.900,-235.995
'[18:53:42.383 08/07/2079]',-32.821,47.277,-23.053,57.827,12.894,-21.099,33.993,23.443,-12.894,-54.701,53.919,0.781,-15.238,-1.172,25.006,-20.317,12.503,5.079,23.834,-18.755,1.563,11.722,25.006,-214.505
'[18:53:42.387 08/07/2079]',-18.364,8.987,24.615,35.946,19.927,8.205,-4.689,28.523,9.768,-57.827,64.469,0.781,10.940,4.689,22.271,-19.927,16.020,-1.954,-23.834,18.364,4.689,10.940,22.271,-199.658
'[18:53:42.391 08/07/2079]',-9.768,4.689,36.728,21.099,25.397,26.960,-30.085,31.258,22.662,-59.389,66.422,0.781,20.708,22.271,-0.391,-10.940,19.536,-7.424,-35.946,21.490,7.033,25.006,-0.391,-191.453
'[18:53:42.395 08/07/2079]',-16.020,19.927,28.523,-0.391,11.722,41.026,-34.774,14.847,16.020,-42.198,56.264,-14.847,15.629,28.523,-13.675,-14.457,18.364,-26.960,-27.741,5.079,0.000,38.291,-13.675,-188.327
'[18:53:42.398 08/07/2079]',-21.490,26.178,17.973,-8.205,0.391,37.509,-32.821,10.159,7.814,-32.430,46.105,-10.940,6.642,-6.252,17.973,-8.205,19.927,-44.933,-17.192,4.689,-10.549,3.126,17.973,-180.513
'[18:53:42.402 08/07/2079]',-28.132,50.012,-10.159,-1.563,-7.424,19.927,-25.788,23.834,-1.954,-15.629,36.337,-9.377,-4.689,-23.053,44.151,-7.424,22.662,-31.648,10.940,-18.755,-16.410,-11.331,44.151,-170.354
'[18:53:42.406 08/07/2079]',-24.615,42.589,-13.284,6.252,-0.391,-6.642,-6.252,26.178,-9.377,-2.735,22.662,-16.410,-8.596,-0.391,14.457,-12.503,21.880,-19.927,14.066,-26.178,-8.596,17.973,14.457,-154.725
'[18:53:42.410 08/07/2079]',-14.457,22.271,1.954,18.364,10.159,-7.424,-3.516,30.085,2.344,3.126,21.099,-0.391,6.642,-6.642,37.509,-10.549,24.225,-10.940,-1.172,-5.861,2.344,3.516,37.509,-141.050
'[18:53:42.414 08/07/2079]',-17.973,11.331,4.689,21.099,1.563,5.861,-9.768,22.271,13.284,5.861,21.099,-7.033,18.364,0.391,32.039,-17.582,24.225,-1.563,-3.907,-0.781,13.675,-0.391,32.039,-133.626
'[18:53:42.418 08/07/2079]',-22.662,10.159,0.000,24.225,-4.689,7.424,-15.629,25.006,14.066,4.298,17.192,-14.847,17.192,7.424,17.192,-20.708,20.317,8.596,0.781,-6.252,15.238,7.424,17.192,-132.454
'[18:53:42.422 08/07/2079]',-41.026,32.039,-18.364,17.192,-15.238,8.987,-23.834,21.099,14.066,12.503,9.377,-12.503,13.675,1.954,31.648,-24.225,14.847,-1.172,19.145,-19.927,11.331,1.954,31.648,-131.673
'[18:53:42.426 08/07/2079]',-60.952,38.681,-23.834,12.112,-47.668,31.648,-41.416,24.615,10.940,3.907,16.410,-11.331,9.377,5.079,26.178,-21.490,10.549,-12.503,24.615,-14.066,7.814,1.172,26.178,-128.156
'[18:53:42.430 08/07/2079]',-45.324,12.503,2.735,5.079,-48.059,44.151,-47.277,28.913,3.126,-11.722,28.913,-7.033,0.781,-1.172,26.178,-13.675,10.549,-7.814,-1.954,4.689,0.000,2.735,26.178,-114.872
'[18:53:42.434 08/07/2079]',-23.834,-22.271,28.913,-5.079,-34.774,62.515,-64.469,16.801,2.344,-31.648,45.324,-14.847,-3.126,7.424,17.192,-19.927,10.159,-18.755,-28.132,14.457,8.596,11.722,17.192,-91.819
'[18:53:42.438 08/07/2079]',-16.410,-48.059,59.389,-2.344,-43.370,72.674,-64.078,27.741,7.424,-50.012,64.860,-12.894,-0.391,10.159,17.973,-18.755,14.457,-3.907,-58.608,38.291,14.457,8.205,17.973,-64.469
'[18:53:42.441 08/07/2079]',-3.907,-49.621,62.125,-8.205,-26.569,54.701,-57.045,29.695,7.424,-46.496,59.389,-17.192,2.344,-2.735,20.708,-17.582,17.582,15.238,-61.343,35.165,14.457,-1.563,20.708,-36.728
'[18:53:42.445 08/07/2079]',2.735,-42.589,48.840,-12.112,-1.563,42.589,-60.952,17.192,5.861,-12.894,29.695,-26.569,1.563,-1.563,20.317,-24.615,16.410,7.424,-48.059,21.880,13.675,1.954,20.317,-19.927
'[18:53:42.449 08/07/2079]',5.470,-23.834,36.728,-5.470,-3.907,47.668,-50.403,19.536,7.033,32.039,-6.642,-7.033,4.689,-1.172,32.821,-10.159,17.192,11.722,-35.946,10.549,10.940,0.391,32.821,-10.159
'[18:53:42.453 08/07/2079]',2.344,-7.033,18.364,4.689,-7.033,44.151,-41.416,23.834,5.861,47.277,-17.192,-1.172,8.596,-16.410,47.668,-4.689,16.410,16.801,-17.582,5.470,11.722,-17.582,47.668,-28.523
'[18:53:42.457 08/07/2079]',-0.781,-24.225,28.132,1.172,-7.033,38.681,-44.151,17.973,7.424,57.045,-30.085,-0.391,3.907,-3.126,33.211,0.391,16.410,16.801,-27.350,18.364,0.781,-1.563,33.211,-63.687
'[18:53:42.461 08/07/2079]',-14.457,-36.337,29.695,7.424,-22.271,30.476,-43.761,22.271,1.563,53.529,-32.039,0.391,-7.033,7.424,23.053,0.000,11.722,12.503,-28.913,26.569,0.391,8.987,23.053,-96.508
'[18:53:42.465 08/07/2079]',-32.821,-38.681,44.151,-8.596,-43.761,23.053,-32.430,16.801,0.391,42.979,-22.271,-4.298,-7.814,7.033,15.629,0.391,9.377,7.814,-43.370,30.085,-5.470,11.331,15.629,-105.885
'[18:53:42.469 08/07/2079]',-23.834,-61.734,55.092,-14.847,-35.165,44.151,-69.548,14.457,-1.954,37.118,-22.271,-6.252,-12.112,14.066,3.907,-1.563,5.861,1.954,-54.310,39.853,-8.205,22.271,3.907,-88.694
'[18:53:42.473 08/07/2079]',1.172,-61.343,58.608,-17.973,-8.987,53.138,-85.958,22.271,0.000,30.867,-16.410,-8.205,-9.377,18.364,3.907,-8.205,3.126,-5.470,-57.827,36.337,-5.861,27.350,3.907,-58.217
'[18:53:42.477 08/07/2079]',5.470,-53.529,59.780,-13.675,-14.457,72.674,-92.991,32.821,4.689,21.099,-5.470,-0.781,-0.781,9.377,18.364,-7.033,4.298,-0.781,-58.999,35.165,-1.172,10.940,18.364,-35.556
'[18:53:42.480 08/07/2079]',21.880,-42.198,45.714,-12.503,-1.954,71.893,-94.945,38.681,7.814,3.516,5.470,3.126,0.781,-1.954,28.913,-6.252,8.596,5.079,-44.933,23.834,3.516,-6.642,28.913,-24.615
'[18:53:42.484 08/07/2079]',30.085,-36.728,35.165,-13.284,8.987,51.575,-79.707,34.383,7.424,-4.689,10.159,4.689,-3.126,6.252,17.973,-2.344,12.112,-2.344,-34.383,8.596,4.298,1.172,17.973,-23.443
'[18:53:42.488 08/07/2079]',21.880,-20.317,27.741,-27.741,2.344,40.244,-60.562,19.927,12.112,-10.549,12.503,6.642,3.516,-2.344,19.927,1.172,10.940,-8.205,-26.960,-5.861,8.205,-6.252,19.927,-22.271
'[18:53:42.492 08/07/2079]',18.364,-16.801,28.523,-39.853,5.470,44.542,-57.436,-2.735,9.377,-17.973,19.145,5.470,0.391,-0.391,7.814,8.205,10.549,-8.205,-27.741,-0.391,3.126,-3.907,7.814,-12.503
'[18:53:42.496 08/07/2079]',33.602,-63.297,66.422,-30.085,26.178,51.184,-69.939,-1.172,-3.516,-19.536,33.602,-5.861,-10.159,9.768,-4.689,8.987,5.470,-13.675,-65.641,41.026,-7.424,12.112,-4.689,-4.689
'[18:53:42.500 08/07/2079]',32.430,-78.144,78.926,-17.582,28.523,53.529,-74.237,7.814,-15.238,-22.662,39.463,-8.596,-19.536,14.847,-2.735,-0.391,5.079,-12.503,-78.144,45.324,0.781,16.410,-2.735,-5.861
'[18:53:42.504 08/07/2079]',28.913,-70.330,81.270,-18.364,29.695,39.853,-69.548,20.317,-26.178,-19.145,37.118,-4.689,-30.476,1.172,16.801,-1.172,9.768,-7.424,-80.488,52.357,-5.470,0.391,16.801,-14.457
'[18:53:42.508 08/07/2079]',25.006,-56.264,82.442,-17.582,35.946,21.099,-75.018,51.966,-44.151,-23.834,40.244,-4.298,-55.092,-2.735,25.788,-0.781,14.066,-10.940,-81.661,53.919,-17.192,-4.689,25.788,-23.053
'[18:53:42.512 08/07/2079]',24.615,-28.132,48.840,-18.364,31.648,7.424,-48.449,36.337,-22.271,-21.880,26.960,-3.907,-33.211,-1.563,16.410,-2.344,14.457,-14.066,-48.059,20.317,-13.675,-3.126,16.410,-12.112
'[18:53:42.516 08/07/2079]',22.662,-3.907,25.006,-27.741,26.178,2.735,-19.145,6.252,-5.079,-19.927,26.178,-5.861,-13.284,-16.801,21.099,4.298,12.894,-1.172,-24.225,1.172,-15.238,-17.973,21.099,13.675
'[18:53:42.520 08/07/2079]',13.675,-10.159,39.853,-29.304,22.271,12.894,-25.397,4.298,5.079,-23.443,34.774,-11.331,-3.126,-7.814,10.549,4.689,13.284,3.126,-39.072,14.457,-6.642,-17.192,10.549,41.416
'[18:53:42.523 08/07/2079]',2.344,-21.880,53.138,-31.648,14.847,3.907,-20.708,3.516,8.205,-28.523,33.602,-16.020,3.126,-16.801,7.424,2.735,11.331,5.079,-52.357,8.987,5.861,-19.927,7.424,47.277
'[18:53:42.527 08/07/2079]',0.781,-17.192,57.436,-39.072,15.629,-5.470,-9.377,0.781,10.940,-26.178,39.853,-2.735,3.907,-5.470,10.940,11.722,12.894,11.331,-56.654,9.377,6.252,-8.596,10.940,25.788
'[18:53:42.531 08/07/2079]',4.298,-26.960,71.111,-48.059,20.708,8.205,-41.807,12.503,3.126,-22.662,26.960,-7.033,-9.377,-5.470,6.642,8.205,12.894,-6.252,-70.330,24.225,2.344,-13.284,6.642,-13.284
'[18:53:42.535 08/07/2079]',7.033,-31.648,67.204,-53.919,16.410,-9.768,-23.834,5.079,-5.079,-19.536,12.503,-12.112,-23.834,-5.079,3.907,0.391,8.205,-8.987,-66.422,16.801,-16.020,0.391,3.907,-41.807
'[18:53:42.539 08/07/2079]',18.755,-12.112,31.258,-44.933,26.178,-16.020,-2.344,-14.457,1.172,-12.112,9.377,-9.377,-21.490,8.596,0.781,0.781,5.861,-11.331,-30.476,0.000,-22.271,12.112,0.781,-52.357
'[18:53:42.543 08/07/2079]',9.377,3.907,17.192,-50.794,15.238,-8.987,3.516,-29.304,1.172,-12.112,16.410,-7.814,-16.801,-1.172,14.066,1.563,6.642,-8.987,-16.410,-8.596,-10.549,-8.205,14.066,-44.151
'[18:53:42.547 08/07/2079]',0.781,25.397,18.364,-33.602,19.145,-0.391,5.079,-12.503,3.907,-17.192,22.662,-3.516,-14.066,-5.079,13.675,10.940,14.457,-1.563,-17.582,-20.708,-9.377,-8.987,13.675,-33.602
'[18:53:42.551 08/07/2079]',0.781,10.549,27.741,-16.020,23.834,3.516,2.735,-7.033,13.284,-24.225,30.867,4.298,-5.079,-1.172,14.457,16.801,20.317,6.252,-26.960,-14.457,-1.954,-1.954,14.457,-31.648
'[18:53:42.555 08/07/2079]',-10.159,7.424,30.476,-17.582,15.238,9.377,-7.814,-5.861,12.894,-34.383,32.430,1.954,-2.735,-11.722,13.284,14.847,17.973,0.781,-29.695,-0.781,-1.172,-11.331,13.284,-33.602
'[18:53:42.559 08/07/2079]',-21.099,-20.317,64.860,-19.536,10.940,15.238,-20.708,-1.563,13.675,-28.132,18.755,-7.814,-7.033,-13.284,9.377,8.596,17.973,-1.563,-64.078,37.509,-11.722,-10.159,9.377,-36.728
'[18:53:42.563 08/07/2079]',-8.987,-27.741,60.952,-24.225,12.503,-1.954,-0.391,-10.940,13.284,-14.847,10.940,-11.722,-7.814,-3.516,7.424,3.126,16.410,9.768,-60.171,30.867,-18.364,1.563,7.424,-31.258
'[18:53:42.566 08/07/2079]',1.954,-25.006,43.761,-21.490,14.457,-14.457,14.847,-16.020,10.549,-7.033,10.940,2.344,-8.987,0.391,11.331,14.847,14.066,21.490,-42.979,17.192,-17.582,4.689,11.331,-24.615
'[18:53:42.570 08/07/2079]',3.516,-15.629,35.946,-25.006,10.940,-20.317,17.192,-9.377,5.861,-1.954,5.470,1.172,-12.112,-4.298,13.284,15.238,13.675,29.695,-35.165,10.549,-19.927,-3.126,13.284,-23.053
'[18:53:42.574 08/07/2079]',10.549,4.298,14.066,-22.662,13.284,-28.523,19.927,0.391,6.642,0.000,2.344,2.735,-8.987,12.112,-0.781,10.159,17.192,39.463,-13.284,-12.112,-23.443,14.847,-0.781,-32.430
'[18:53:42.578 08/07/2079]',12.112,-37.900,40.244,-8.205,13.284,-25.397,17.973,-0.781,8.987,-11.722,14.847,0.781,-8.205,8.987,1.563,10.159,15.238,45.714,-39.463,14.457,-9.377,9.377,1.563,-43.761
'[18:53:42.582 08/07/2079]',13.284,-48.840,49.231,-11.331,12.112,-13.284,11.331,-8.205,12.112,-13.675,17.192,-7.814,-2.735,3.126,0.000,6.252,12.894,38.291,-48.449,27.741,-1.954,1.563,0.000,-58.608
'[18:53:42.586 08/07/2079]',6.252,-52.747,58.608,-8.596,6.252,-14.457,14.457,-2.735,13.284,-19.927,22.271,-6.642,-1.172,2.344,-1.563,8.987,15.629,37.118,-57.827,31.648,1.563,2.735,-1.563,-62.125
'[18:53:42.590 08/07/2079]',4.298,-45.324,54.310,-7.814,7.424,-13.675,16.410,-5.470,14.847,-24.615,32.039,-7.814,0.000,-2.344,8.596,8.205,17.582,35.165,-53.529,24.615,1.172,2.735,8.596,-58.217
'[18:53:42.594 08/07/2079]',3.907,-31.258,43.370,-15.238,5.861,-16.801,22.662,-9.377,12.894,-17.582,24.225,-1.954,0.391,-6.252,9.377,13.284,15.629,26.178,-42.589,20.317,-7.424,0.391,9.377,-41.807
'[18:53:42.598 08/07/2079]',1.954,-15.238,28.132,-14.457,0.000,-27.350,33.993,-5.470,4.689,-4.689,12.894,-1.172,-3.126,-10.159,17.192,7.814,17.973,24.615,-27.350,11.331,-16.020,-4.298,17.192,-12.894
'[18:53:42.602 08/07/2079]',10.159,-20.708,21.490,-6.252,5.079,-16.410,19.927,-4.298,6.252,5.861,7.033,-1.563,-6.642,3.907,13.675,5.861,23.443,27.741,-20.708,14.066,-21.880,3.516,13.675,16.801
'[18:53:42.605 08/07/2079]',8.987,-21.490,26.178,-10.940,6.642,-22.271,26.178,-7.424,7.814,10.549,4.689,-3.516,-3.907,8.987,7.424,6.642,23.443,29.695,-25.397,9.377,-11.722,4.689,7.424,43.761
'[18:53:42.609 08/07/2079]',8.205,-17.192,20.708,-9.768,0.781,-14.457,20.708,-5.861,11.331,5.470,10.940,-5.470,1.172,8.596,8.596,3.516,27.350,33.602,-19.927,9.377,-7.033,0.781,8.596,56.264
'[18:53:42.613 08/07/2079]',10.159,-40.635,35.165,-2.735,0.391,-7.814,15.238,-5.079,14.457,0.000,13.284,-7.033,5.470,12.894,-3.126,5.470,29.304,39.072,-34.383,27.741,4.298,0.391,-3.126,57.436
'[18:53:42.617 08/07/2079]',12.503,-49.621,48.449,-8.205,1.954,-10.940,24.615,-12.894,14.066,5.079,3.907,-10.940,6.642,9.768,-6.642,2.344,26.569,38.681,-47.668,23.834,15.629,0.781,-6.642,49.231
'[18:53:42.621 08/07/2079]',10.549,-44.542,40.635,-8.596,0.391,-21.099,28.523,-9.377,12.503,11.331,-7.424,-10.940,8.987,8.205,-5.079,-5.861,24.615,32.039,-39.853,23.443,29.304,-8.596,-5.079,38.291
'[18:53:42.625 08/07/2079]',3.907,-57.827,46.105,-4.689,-3.907,-24.615,22.662,-5.470,5.079,3.516,-5.861,-5.470,1.954,13.675,-16.410,-0.781,23.443,33.211,-45.324,47.277,21.490,-5.861,-16.410,21.490
'[18:53:42.629 08/07/2079]',6.642,-59.389,42.198,0.391,1.954,-26.178,23.443,-7.424,4.298,-5.470,-2.344,-9.377,0.391,12.894,-29.695,1.954,25.006,31.258,-41.416,42.979,18.364,0.391,-29.695,11.722
'[18:53:42.633 08/07/2079]',9.377,-60.562,35.946,5.079,6.252,-19.927,23.443,-19.145,5.861,-12.503,7.814,-14.847,2.735,5.079,-17.582,-3.907,26.178,28.132,-35.165,41.807,12.503,0.391,-17.582,12.503
'[18:53:42.637 08/07/2079]',7.424,-41.807,18.364,9.377,3.126,0.000,5.079,-14.847,7.424,-44.933,40.244,-7.814,2.735,8.205,-21.880,4.689,29.695,29.304,-17.582,30.085,-0.781,7.033,-21.880,26.960
'[18:53:42.641 08/07/2079]',8.987,-39.853,26.960,2.735,6.252,3.516,4.298,-12.894,8.596,-23.834,22.271,-8.205,3.126,1.172,-14.847,9.768,33.211,26.960,-26.178,27.741,-1.954,-1.954,-14.847,42.979
'[18:53:42.645 08/07/2079]',13.284,-35.165,22.271,0.781,9.768,1.172,3.126,-12.503,9.768,-7.424,9.377,-10.549,3.907,-1.172,-3.126,1.954,30.085,23.834,-21.490,19.536,3.516,-5.079,-3.126,47.277
'[18:53:42.648 08/07/2079]',10.549,-35.946,29.304,0.000,8.987,-15.629,18.364,-7.814,12.112,3.126,0.781,0.000,7.814,13.284,-19.927,14.847,29.695,26.960,-28.523,25.006,11.331,0.781,-19.927,28.913
'[18:53:42.652 08/07/2079]',13.284,-48.059,41.807,2.344,12.894,-41.416,36.337,1.954,14.847,17.973,-13.675,-1.563,13.675,5.470,-17.582,15.238,28.913,31.258,-41.026,35.946,16.410,-8.596,-17.582,-4.298
'[18:53:42.656 08/07/2079]',9.768,-39.072,36.728,0.391,12.894,-39.072,33.211,-0.391,14.457,36.337,-31.258,-7.814,14.066,13.284,-21.490,3.907,27.350,31.258,-35.946,23.443,21.880,1.563,-21.490,-37.509
'[18:53:42.660 08/07/2079]',7.033,-31.258,37.118,4.298,13.284,-18.364,15.629,5.861,14.847,34.774,-23.053,-5.079,15.238,18.755,-17.192,4.298,27.741,30.867,-36.337,26.569,13.675,6.252,-17.192,-48.059
'[18:53:42.664 08/07/2079]',15.238,-31.258,37.509,7.814,16.801,-24.225,20.708,15.238,16.801,22.662,-9.768,3.516,17.192,17.192,-12.112,10.940,30.867,30.085,-36.728,35.165,5.079,-3.126,-12.112,-37.118
'[18:53:42.668 08/07/2079]',19.145,-40.244,38.291,-1.172,16.801,-52.747,37.509,13.675,8.987,22.662,-14.847,0.391,6.642,23.834,-14.457,1.172,27.350,23.053,-37.509,38.681,-5.470,9.377,-14.457,-19.145
'[18:53:42.672 08/07/2079]',16.020,-28.132,34.383,-9.768,18.755,-94.554,73.846,12.112,10.940,6.252,-0.781,5.079,9.377,33.211,-24.615,3.516,25.397,15.629,-33.602,34.383,-3.126,18.755,-24.615,-11.331
'[18:53:42.676 08/07/2079]',12.503,-33.211,40.635,-17.192,14.457,-166.056,141.832,10.940,14.847,-18.755,18.755,8.596,15.629,18.364,-21.880,10.549,23.834,12.503,-39.853,46.886,0.391,1.563,-21.880,-21.880
'[18:53:42.680 08/07/2079]',22.271,-35.556,30.085,-27.350,8.205,-156.679,131.282,5.470,11.331,-6.252,8.987,-0.781,16.020,34.774,-36.337,-1.563,23.053,5.079,-29.304,25.397,12.894,17.582,-36.337,-43.761
'[18:53:42.684 08/07/2079]',10.159,-16.020,24.225,-18.364,-1.172,-81.270,75.800,6.252,16.020,8.596,5.470,4.689,18.364,46.496,-32.430,2.735,22.662,12.894,-23.443,2.344,21.880,29.695,-32.430,-63.297
'[18:53:42.688 08/07/2079]',-2.735,-26.960,40.635,-7.033,-15.238,-33.602,32.821,18.755,17.973,16.410,-5.861,17.582,22.662,21.490,-10.159,11.722,26.178,24.225,-39.853,27.350,19.536,-0.391,-10.159,-71.893
'[18:53:42.691 08/07/2079]',-8.205,-23.443,41.807,-12.894,-18.364,-12.503,8.596,19.536,19.927,32.821,-23.053,9.377,22.271,32.430,-16.020,1.172,24.615,23.834,-41.026,38.681,13.675,1.954,-16.020,-65.250
'[18:53:42.695 08/07/2079]',-9.377,-9.768,38.291,-19.927,-14.066,-17.582,19.927,10.940,20.708,48.840,-38.291,8.987,24.225,36.728,-21.880,1.954,22.662,25.397,-37.509,30.476,4.689,11.722,-21.880,-53.529
'[18:53:42.699 08/07/2079]',-12.894,-17.192,54.701,-13.284,-11.331,-42.979,44.542,19.927,22.271,36.337,-25.006,6.252,29.304,26.960,-16.020,-0.391,21.099,21.880,-53.919,47.668,2.735,6.252,-16.020,-39.853
'[18:53:42.703 08/07/2079]',-17.973,-20.708,52.747,-17.582,-12.503,-49.231,37.900,19.145,14.457,22.662,-20.708,-9.377,23.834,17.192,-21.880,-11.331,16.801,12.112,-51.966,52.357,9.377,-1.172,-21.880,-30.867
'[18:53:42.707 08/07/2079]',-21.880,-14.457,44.151,-10.159,-16.410,-34.383,18.755,27.741,9.377,24.615,-15.629,11.331,17.973,51.575,-38.681,0.391,16.020,17.582,-43.370,33.211,17.973,37.900,-38.681,-23.443
'[18:53:42.711 08/07/2079]',-30.085,-8.596,41.807,-11.722,-21.490,-21.099,7.814,24.615,10.159,23.443,-19.927,11.331,19.536,7.814,-4.689,2.344,13.284,21.490,-41.026,26.569,21.099,0.781,-4.689,-23.834
'[18:53:42.715 08/07/2079]',-27.741,-7.424,25.788,-4.298,-17.973,-12.894,-5.861,21.880,11.331,30.476,-35.946,12.894,21.880,6.642,-15.238,5.861,12.112,26.178,-25.006,26.178,25.006,0.391,-15.238,-37.118
'[18:53:42.719 08/07/2079]',-13.284,-4.298,15.238,-17.192,-12.894,-15.238,-7.424,16.410,16.410,36.728,-42.979,13.284,27.350,12.503,-20.708,5.079,10.940,36.337,-14.457,10.549,22.662,7.424,-20.708,-66.813
'[18:53:42.723 08/07/2079]',-12.112,-23.053,43.761,-17.192,-4.689,-19.927,-3.907,21.099,21.880,21.880,-36.337,8.596,31.648,8.987,-22.271,-1.563,9.377,37.900,-42.979,29.304,26.178,11.722,-22.271,-80.488
'[18:53:42.727 08/07/2079]',-1.954,-16.410,39.853,-19.536,5.470,-8.987,-19.536,25.397,25.397,13.675,-30.476,1.563,33.602,13.675,-30.085,-6.642,10.159,32.039,-39.072,27.350,30.476,10.159,-30.085,-37.900
'[18:53:42.730 08/07/2079]',0.781,-21.880,39.463,-19.145,1.172,-5.470,-28.132,30.867,26.569,5.861,-25.006,3.516,36.337,35.556,-49.621,-9.377,7.814,26.178,-38.681,33.211,26.569,31.258,-49.621,78.926
'[18:53:42.734 08/07/2079]',3.907,-15.238,25.788,-10.159,6.252,-10.549,-24.225,30.867,17.973,6.252,-29.695,9.768,30.476,34.383,-51.966,-7.033,1.954,12.112,-25.006,20.708,32.430,32.430,-51.966,249.280
'[18:53:42.738 08/07/2079]',9.377,0.391,-1.172,-11.331,10.159,-14.457,-17.973,17.582,20.317,14.066,-43.370,0.781,37.900,23.053,-46.886,-21.099,-0.391,-0.781,1.954,4.689,40.244,22.271,-46.886,418.071
'[18:53:42.742 08/07/2079]',4.689,3.907,-20.708,-11.331,-0.391,-17.582,-22.662,17.192,20.708,12.503,-43.761,5.470,46.886,24.225,-49.231,-25.006,-3.516,-6.252,21.490,-3.907,59.780,15.629,-49.231,536.850
'[18:53:42.746 08/07/2079]',13.284,-27.350,-4.298,-4.298,5.079,-16.410,-26.178,14.066,18.755,6.642,-44.151,3.907,48.449,17.973,-50.403,-29.304,-5.470,-9.377,5.079,14.066,76.190,5.470,-50.403,570.061
'[18:53:42.750 08/07/2079]',26.178,-33.602,-12.112,-1.563,13.284,-13.284,-26.960,5.861,22.662,2.344,-38.681,0.391,53.138,39.853,-69.939,-35.946,-5.861,-14.457,12.894,7.033,92.991,21.099,-69.939,525.910
'[18:53:42.754 08/07/2079]',14.847,-33.211,-9.768,-10.159,0.000,-11.331,-32.821,5.079,17.973,-3.907,-35.556,0.000,48.840,34.774,-73.846,-32.039,-8.987,-16.801,10.549,12.112,97.289,8.596,-73.846,415.726
'[18:53:42.758 08/07/2079]',2.344,-29.304,-8.596,-14.847,-7.424,-14.457,-26.960,-1.563,11.722,-5.470,-33.993,-6.252,42.198,36.337,-77.753,-35.556,-12.112,-21.490,9.377,23.053,80.098,10.940,-77.753,269.206
'[18:53:42.762 08/07/2079]',6.252,6.252,-43.370,-17.973,-4.298,-14.066,-16.801,-13.675,1.954,-1.172,-31.648,-7.033,31.258,33.993,-71.111,-33.211,-15.238,-20.317,44.151,-11.331,56.654,22.662,-71.111,107.839
'[18:53:42.766 08/07/2079]',1.563,17.582,-40.244,-28.132,-10.940,-6.252,-9.768,-21.880,-2.735,1.172,-21.099,-10.940,23.053,20.317,-42.589,-35.165,-15.629,-17.192,41.026,-18.364,37.118,10.159,-42.589,-34.774
'[18:53:42.770 08/07/2079]',5.470,17.973,-32.430,-23.053,-7.814,-2.344,-10.549,-11.722,-3.907,0.781,-17.973,3.907,19.145,8.205,-30.085,-14.847,-13.675,-14.457,33.211,-16.410,19.927,2.344,-30.085,-148.083
'[18:53:42.773 08/07/2079]',14.066,32.430,-44.933,-20.708,-3.907,-7.424,-0.781,-5.861,-1.954,3.516,-13.284,9.377,16.410,-1.172,-12.503,-5.470,-11.722,-10.940,45.714,-32.039,0.391,-2.735,-12.503,-235.995
'[18:53:42.777 08/07/2079]',13.675,26.960,-26.960,-24.225,-6.252,-5.470,5.470,-5.079,-3.126,4.298,-10.940,14.066,13.675,4.298,-17.192,2.735,-10.940,-7.814,27.741,-21.880,-5.861,-0.391,-17.192,-307.106
'[18:53:42.781 08/07/2079]',19.927,0.781,-5.470,-18.755,-5.470,-3.907,8.987,-3.126,-3.126,5.470,-5.470,17.582,10.940,0.000,-7.033,9.768,-10.549,-5.079,6.252,5.470,-19.145,-8.596,-7.033,-325.079
'[18:53:42.785 08/07/2079]',27.741,-3.907,-5.470,-17.192,-2.735,-5.861,19.145,-9.377,-1.563,10.940,-0.781,12.894,10.159,13.675,-10.159,7.033,-9.768,1.563,6.252,4.689,-20.317,1.172,-10.159,-300.073
